GameID|HomeTeam|AwayTeam|GameWinner|GameLoser|ScoreHome|ScoreAway|HomeFirstDowns|HomePassingYards|HomePenaltyCnt|HomePenaltyYards|HomePossTime|HomePuntAvg|HomepuntCnt|HomePuntYards|HomeRushingYards|HomeTotalYards|HomeTurnOvers|AwayFirstDowns|AwayPassingYards|AwayPenaltyCnt|AwayPenaltyYards|AwayPossTime|AwayPuntAvg|AwaypuntCnt|AwayPuntYards|AwayRushingYards|AwayTotalYards|AwayTurnOvers|HomeFieldGoals|AwayFieldGoals|HomeTouchDowns|AwayTouchDowns|HomePassingComp|AwayPassingComp|HomePassingAtt|AwayPassingAtt|HomePassingTD|AwayPassingTD|HomeRushingAtt|AwayRushingAtt|HomeRushingTD|AwayRushingTD|Year|Week|Date|Day|TimeOfDay|NumericDate|Temp|DewPoint|Visiability|Humidity|WindSpeed|WindDir|Pressure|Fog|Precipitation|Condition|Rain|Snow|WindChill|HeatIndex|HomePassYardsPerAttempt|HomePassingCompPct|AwayPassYardsPerAttempt|AwayPassingCompPct|HomeRushYardsPerAttempt|AwayRushYardsPerAttempt|HomeTeamWin
1062|PHI|DAL|DAL|PHI|3|17|19|194|5|33|23:47|42|9|419|84|278|3|22|294|12|75|36:13|38|9|347|74|368|2|1|1|2|0|28|22|47|49|1|0|26|23|1|0|2013|7|10/20/2013|6|1:00|20131020|61.0|33.1|10.0|35.0|11.5|West|30.01|0.0||Clear|0.0|0.0|||6.92857142857|0.595744680851|13.3636363636|0.448979591837|3.23076923077|3.21739130435|0
1063|WAS|CHI|WAS|CHI|45|41|28|290|5|47|33:56|27|5|218|209|499|1|21|219|5|30|26:04|49|3|147|140|359|1|2|1|5|6|17|18|28|29|1|2|22|43|3|3|2013|7|10/20/2013|6|1:00|20131020|64.0|35.1|10.0|34.0|8.1|NW|30.06|0.0||Clear|0.0|0.0|||17.0588235294|0.607142857143|12.1666666667|0.620689655172|9.5|3.25581395349|1
1064|TEN|SF|SF|TEN|17|31|15|298|10|100|24:14|44|6|263|70|368|2|19|196|5|42|35:46|44|6|280|153|349|0|1|1|4|2|13|25|21|41|0|2|41|13|3|0|2013|7|10/20/2013|6|4:05|20131020|62.1|33.1|10.0|34.0|4.6|East|30.04|0.0||Clear|0.0|0.0|||22.9230769231|0.619047619048|7.84|0.609756097561|1.70731707317|11.7692307692|0
1065|PIT|BAL|PIT|BAL|19|16|17|145|7|50|31:01|24|1|36|141|286|1|19|205|9|67|28:59|29|3|126|82|287|0|3|4|1|1|24|17|34|23|1|1|26|29|0|0|2013|7|10/20/2013|6|4:25|20131020|55.9|35.1|10.0|45.0|13.8|SSW|30.03|0.0||Clear|0.0|0.0|||6.04166666667|0.705882352941|12.0588235294|0.739130434783|5.42307692308|2.8275862069|1
1066|IND|DEN|IND|DEN|39|33|19|213|6|52|31:47|47|9|440|121|334|1|23|365|12|103|28:13|42|7|331|64|429|3|2|3|4|4|29|21|49|38|3|3|20|31|1|1|2013|7|10/20/2013|6|8:30|20131020|53.1|39.9|10.0|61.0|6.9|South|29.94|0.0||Clear|0.0|0.0|||7.34482758621|0.591836734694|17.380952381|0.552631578947|6.05|2.06451612903|1
1067|NYG|MIN|NYG|MIN|23|7|17|193|5|72|36:22|33|9|438|64|257|1|13|176|3|38|23:38|38|7|312|30|206|3|3|0|1|2|20|23|53|39|0|1|14|32|0|1|2013|7|10/21/2013|0|8:40|20131021|57.9|43.0|10.0|58.0|6.9|SSW|30.03|0.0||Clear|0.0|0.0|||9.65|0.377358490566|7.65217391304|0.589743589744|4.57142857143|0.9375|1
1068|TB|CAR|CAR|TB|13|31|19|249|3|21|25:27|42|5|215|48|297|1|21|195|6|59|34:33|42|5|216|129|324|0|1|2|4|1|23|30|32|51|2|1|27|14|2|0|2013|8|10/24/2013|3|8:25|20131024|64.4|53.6|10.0|68.0|8.1|ENE|30.15|0.0||Clear|0.0|0.0|||10.8260869565|0.71875|6.5|0.588235294118|1.77777777778|9.21428571429|0
1069|DET|DAL|DET|DAL|31|30|29|480|8|61|35:11|40|4|203|143|623|4|13|204|2|31|24:49|38|7|313|62|266|0|3|1|3|4|14|33|30|48|3|1|26|29|0|3|2013|8|10/27/2013|6|1:00|20131027|48.0|30.0|10.0|50.0|10.4|WSW|30.06|0.0||Overcast|0.0|0.0|||34.2857142857|0.466666666667|6.18181818182|0.6875|5.5|2.13793103448|1
1070|JAC|SF|SF|JAC|10|42|20|228|6|76|31:31|39|4|178|90|318|1|25|177|4|35|28:29|45|1|61|221|398|1|1|0|1|6|29|11|45|17|1|1|25|38|0|4|2013|8|10/27/2013|6|1:00|20131027|71.1|37.0|10.0|29.0|3.5|North|30.14|0.0||Partly Cloudy|0.0|0.0|||7.86206896552|0.644444444444|16.0909090909|0.647058823529|3.6|5.81578947368|0
1071|KC|CLE|KC|CLE|23|17|20|195|5|31|36:05|44|5|240|136|331|0|13|283|9|70|23:55|40|6|280|57|340|1|1|3|2|2|22|24|36|36|2|2|15|29|0|0|2013|8|10/27/2013|6|1:00|20131027|61.0|30.0|10.0|31.0|10.4|SSW|30.02|0.0||Clear|0.0|0.0|||8.86363636364|0.611111111111|11.7916666667|0.666666666667|9.06666666667|1.96551724138|1
1072|NE|MIA|NE|MIA|27|17|19|100|5|35|25:01|38|5|217|152|252|1|23|145|7|61|34:59|37|4|161|156|301|3|1|2|2|3|22|13|42|22|2|1|31|37|0|2|2013|8|10/27/2013|6|1:00|20131027|55.9|30.9|10.0|39.0|12.7|WNW|29.87|0.0||Mostly Cloudy|0.0|0.0|||4.54545454545|0.52380952381|11.1538461538|0.590909090909|4.90322580645|4.21621621622|1
1073|NO|BUF|NO|BUF|35|17|21|309|8|59|32:30|41|4|187|77|386|0|20|211|6|45|27:30|46|3|137|88|299|3|1|0|2|5|22|26|39|34|1|5|25|26|1|0|2013|8|10/27/2013|6|1:00|20131027|73.9|57.9|10.0|57.0|9.2|South|30.09|0.0||Clear|0.0|0.0|||14.0454545455|0.564102564103|8.11538461538|0.764705882353|3.08|3.38461538462|1
1074|PHI|NYG|NYG|PHI|7|15|15|153|4|48|21:55|43|6|266|48|201|3|16|237|11|92|38:05|41|5|219|88|325|1|5|0|1|0|25|23|39|35|0|0|31|19|0|0|2013|8|10/27/2013|6|1:00|20131027|57.9|28.9|10.0|33.0|16.1|West|30.01|0.0||Scattered Clouds|0.0|0.0|||6.12|0.641025641026|10.3043478261|0.657142857143|1.54838709677|4.63157894737|0
1075|OAK|PIT|OAK|PIT|21|18|13|81|6|39|30:01|38|8|372|197|278|3|20|241|3|12|29:59|35|7|299|35|276|2|1|0|3|2|10|29|19|45|0|1|38|19|3|1|2013|8|10/27/2013|6|4:05|20131027|57.0|55.0|7.0|93.0|20.7|West|29.83|0.0||Overcast|0.0|0.0|||8.1|0.526315789474|8.31034482759|0.644444444444|5.18421052632|1.84210526316|1
1076|CIN|NYJ|CIN|NYJ|49|9|20|323|4|45|26:43|50|3|161|79|402|1|15|147|4|69|33:17|46|5|248|93|240|2|3|0|7|0|19|23|30|37|5|0|25|24|0|0|2013|8|10/27/2013|6|4:05|20131027|57.0|34.0|10.0|42.0|4.6|South|30.08|0.0||Clear|0.0|0.0|||17.0|0.633333333333|6.39130434783|0.621621621622|3.16|3.875|1
1077|ARI|ATL|ARI|ATL|27|13|17|147|8|52|25:41|37|5|232|201|348|1|20|265|10|55|34:19|47|4|183|27|292|4|2|2|3|1|13|34|18|61|2|1|30|14|1|0|2013|8|10/27/2013|6|4:25|20131027|88.0|26.1|10.0|11.0|11.5|West|29.69|0.0||Mostly Cloudy|0.0|0.0|||11.3076923077|0.722222222222|7.79411764706|0.55737704918|6.7|1.92857142857|1
1078|DEN|WAS|DEN|WAS|45|21|29|339|6|57|32:00|37|3|147|107|446|4|22|154|1|5|28:00|38|7|274|112|266|5|1|0|6|3|30|20|44|39|4|1|34|28|1|1|2013|8|10/27/2013|6|4:25|20131027|64.8|24.8|10.0|22.0|6.9|NNE|29.77|0.0||Clear|0.0|0.0|||11.3|0.681818181818|7.7|0.512820512821|3.14705882353|4.0|1
1079|MIN|GB|GB|MIN|31|44|15|132|7|46|19:06|23|4|186|111|243|0|26|282|6|120|40:54|0|0|0|182|464|0|3|1|5|4|24|14|29|21|2|0|42|19|2|3|2013|8|10/27/2013|6|8:30|20131027|45.0|30.0|10.0|56.0|16.1|North|30.05|0.0||Clear|0.0|0.0|37.9||5.5|0.827586206897|20.1428571429|0.666666666667|2.64285714286|9.57894736842|0
1080|STL|SEA|SEA|STL|9|14|23|139|8|53|38:09|43|4|182|200|339|2|7|91|10|83|21:51|44|9|403|44|135|0|3|0|2|0|10|15|18|31|2|0|15|37|0|0|2013|8|10/28/2013|0|8:40|20131028|46.9|41.0|10.0|80.0|0.0|North|30.22|0.0||Clear|0.0|0.0|||13.9|0.555555555556|6.06666666667|0.483870967742|13.3333333333|1.18918918919|0
1081|MIA|CIN|MIA|CIN|22|20|15|188|2|25|28:20|43|8|391|157|345|1|28|302|3|63|40:02|39|4|154|163|465|4|2|2|2|2|32|20|53|28|0|0|35|30|2|1|2013|9|10/31/2013|3|8:25|20131031|79.0|70.0|10.0|74.0|8.1|ESE|30.03|0.0||Scattered Clouds|0.0|0.0|||5.875|0.603773584906|15.1|0.714285714286|4.48571428571|5.43333333333|1
1082|BUF|KC|KC|BUF|13|23|25|229|6|48|30:14|36|3|108|241|470|3|15|115|5|38|29:46|45|6|317|95|210|0|2|3|1|2|18|19|39|29|1|0|38|23|0|0|2013|9|11/3/2013|6|1:00|20131103|37.9|19.9|10.0|48.0|5.8|NNW|30.39|0.0||Partly Cloudy|0.0|0.0|33.5||12.7222222222|0.461538461538|6.05263157895|0.655172413793|6.34210526316|4.13043478261|0
1083|CAR|ATL|CAR|ATL|34|10|27|242|2|15|36:25|37|3|128|131|373|2|12|211|7|59|23:35|40|5|225|78|289|4|1|2|1|4|20|23|27|37|1|1|20|33|0|2|2013|9|11/3/2013|6|1:00|20131103|62.1|35.1|10.0|37.0|13.8|North|30.21|0.0||Partly Cloudy|0.0|0.0|||12.1|0.740740740741|9.17391304348|0.621621621622|6.55|2.36363636364|1
1084|DAL|MIN|DAL|MIN|27|23|20|314|5|45|28:33|37|5|222|36|350|1|22|224|4|35|31:27|36|3|113|169|393|2|2|1|3|3|34|25|51|37|2|1|9|29|0|2|2013|9|11/3/2013|6|1:00|20131103|64.9|37.9|10.0|37.0|9.2|SSE|30.06|0.0||Clear|0.0|0.0|||9.23529411765|0.666666666667|8.96|0.675675675676|4.0|5.8275862069|1
1085|NYJ|NO|NYJ|NO|26|20|14|140|8|62|30:28|44|5|222|198|338|0|23|366|9|59|29:32|41|2|82|41|407|2|2|4|2|2|30|9|51|20|2|0|13|36|0|2|2013|9|11/3/2013|6|1:00|20131103|53.1|30.0|10.0|41.0|9.2|North|30.15|0.0||Overcast|0.0|0.0|||4.66666666667|0.588235294118|40.6666666667|0.45|15.2307692308|1.13888888889|1
1086|STL|TEN|TEN|STL|21|28|21|203|6|44|32:51|47|5|242|160|363|2|22|165|3|30|27:09|35|5|228|198|363|2|0|0|3|4|20|13|35|22|1|0|32|35|2|4|2013|9|11/3/2013|6|1:00|20131103|57.0|33.1|10.0|40.0|11.5|SSE|30.21|0.0||Clear|0.0|0.0|||10.15|0.571428571429|12.6923076923|0.590909090909|5.0|5.65714285714|0
1087|WAS|SD|WAS|SD|30|24|27|291|7|65|40:03|41|3|123|209|500|1|25|341|7|63|25:58|39|4|160|69|410|2|1|1|3|4|29|23|46|32|2|0|16|40|0|4|2013|9|11/3/2013|6|1:00|20131103|57.9|27.0|10.0|31.0|16.1|NNW|30.22|0.0||Partly Cloudy|0.0|0.0|||10.0344827586|0.630434782609|14.8260869565|0.71875|13.0625|1.725|1
1088|OAK|PHI|PHI|OAK|20|49|29|350|8|70|37:54|37|7|315|210|560|2|21|414|7|52|22:06|43|6|259|128|542|0|2|0|2|7|29|24|56|31|0|7|33|24|2|0|2013|9|11/3/2013|6|4:05|20131103|59.0|45.0|10.0|60.0|10.4|West|29.95|0.0||Mostly Cloudy|0.0|0.0|||12.0689655172|0.517857142857|17.25|0.774193548387|6.36363636364|5.33333333333|0
1089|SEA|TB|SEA|TB|27|24|26|217|6|67|30:12|43|2|85|198|415|3|24|145|8|99|36:37|26|6|268|205|350|0|2|1|3|3|19|18|26|24|2|3|35|38|1|0|2013|9|11/3/2013|6|4:05|20131103|48.9|34.0|10.0|56.0|3.5|North|30.06|0.0||Mostly Cloudy|0.0|0.0|||11.4210526316|0.730769230769|8.05555555556|0.75|5.65714285714|5.39473684211|1
1090|CLE|BAL|CLE|BAL|24|18|19|242|6|55|30:50|35|7|337|73|315|1|18|223|9|80|29:10|35|7|298|55|278|2|1|1|2|3|24|24|41|37|2|3|21|28|0|0|2013|9|11/3/2013|6|4:25|20131103|-9999.0||10.0||17.3|NE|30.38|0.0||Partly Cloudy|0.0|0.0|||10.0833333333|0.585365853659|9.29166666667|0.648648648649|3.47619047619|1.96428571429|1
1091|NE|PIT|NE|PIT|55|31|33|413|3|30|28:48|29|2|101|197|610|1|24|371|8|96|31:12|32|3|140|108|479|3|2|1|7|4|23|28|33|48|4|4|35|20|3|0|2013|9|11/3/2013|6|4:25|20131103|42.1|17.1|10.0|37.0|3.5|NNW|30.21|0.0||Clear|0.0|0.0|40.2||17.9565217391|0.69696969697|13.25|0.583333333333|5.62857142857|5.4|1
1092|HOU|IND|IND|HOU|24|27|22|340|5|86|36:12|33|4|164|143|483|0|17|245|3|15|23:48|41|5|222|69|314|0|1|2|3|3|20|18|34|40|3|3|33|14|0|0|2013|9|11/3/2013|6|8:30|20131103|59.0|48.2|10.0|67.0|10.4|East|30.1|0.0||Clear|0.0|0.0|||17.0|0.588235294118|13.6111111111|0.45|4.33333333333|4.92857142857|0
1093|GB|CHI|CHI|GB|20|27|17|113|0|0|26:51|38|6|250|199|312|1|25|271|4|45|33:09|28|6|210|171|442|0|2|2|3|2|22|12|41|21|2|0|33|29|1|2|2013|9|11/4/2013|0|8:40|20131104|48.0|44.1|8.0|86.0|6.9|South|30.11|0.0|0.0|Overcast|0.0|0.0|||5.13636363636|0.536585365854|22.5833333333|0.571428571429|6.0303030303|5.89655172414|0
1094|MIN|WAS|MIN|WAS|34|27|22|216|1|7|23:59|50|1|50|91|307|1|27|242|8|63|36:01|34|3|135|191|433|0|2|2|4|3|21|24|27|37|2|3|24|36|2|0|2013|10|11/7/2013|3|8:25|20131107|25.0|23.0|3.0|92.0|0.0|North|30.23|0.0||Clear|0.0|0.0|||10.2857142857|0.777777777778|10.0833333333|0.648648648649|3.79166666667|5.30555555556|1
1095|ATL|SEA|SEA|ATL|10|33|16|162|1|15|24:30|42|5|267|64|226|1|25|279|9|80|35:30|31|2|82|211|490|0|1|4|1|3|23|19|36|26|1|2|16|42|0|1|2013|10|11/10/2013|6|1:00|20131110|69.1|39.0|10.0|33.0|6.9|Variable|30.21|0.0||Clear|0.0|0.0|||7.04347826087|0.638888888889|14.6842105263|0.730769230769|4.0|5.02380952381|0
1096|BAL|CIN|BAL|CIN|20|17|18|104|8|65|31:35|37|8|355|85|189|3|21|244|9|134|37:58|34|6|223|120|364|3|2|1|2|2|20|24|36|51|2|2|30|31|0|0|2013|10|11/10/2013|6|1:00|20131110|62.1|28.0||28.0||North|29.99|0.0||Unknown|0.0|0.0|||5.2|0.555555555556|10.1666666667|0.470588235294|2.83333333333|3.87096774194|1
1097|CHI|DET|DET|CHI|19|21|19|300|5|39|31:35|43|5|213|38|338|1|21|219|5|51|28:25|41|4|178|145|364|1|2|0|2|3|27|18|49|35|2|3|20|26|0|0|2013|10|11/10/2013|6|1:00|20131110|48.0|30.0|10.0|50.0|6.9|West|30.3|0.0||Clear|0.0|0.0|||11.1111111111|0.551020408163|12.1666666667|0.514285714286|1.9|5.57692307692|0
1098|GB|PHI|PHI|GB|13|27|23|297|5|31|34:24|48|2|96|99|396|2|19|211|5|65|25:36|38|2|77|204|415|1|2|2|1|3|29|12|44|18|1|3|30|37|0|0|2013|10|11/10/2013|6|1:00|20131110|46.0|30.0|10.0|54.0|9.2|WSW|30.23|0.0||Clear|0.0|0.0|41.4||10.2413793103|0.659090909091|17.5833333333|0.666666666667|3.3|5.51351351351|0
1099|IND|STL|STL|IND|8|38|21|388|2|20|29:22|26|6|298|18|406|5|12|232|8|46|30:38|43|5|242|140|372|1|1|0|1|5|31|9|52|16|1|2|14|37|0|1|2013|10|11/10/2013|6|1:00|20131110|46.0|30.0|10.0|54.0|4.6|Variable|30.34|0.0||Clear|0.0|0.0|43.9||12.5161290323|0.596153846154|25.7777777778|0.5625|1.28571428571|3.78378378378|0
1100|NYG|OAK|NYG|OAK|24|20|19|118|1|5|32:02|31|4|121|133|251|3|12|106|8|65|27:58|32|6|254|107|213|2|1|2|3|2|12|11|22|26|1|0|38|25|1|1|2013|10|11/10/2013|6|1:00|20131110|51.8|37.4|10.0|58.0|15.0|NW|29.86|0.0|0.0|Light Rain|1.0|0.0|||9.83333333333|0.545454545455|9.63636363636|0.423076923077|3.5|4.28|1
1101|PIT|BUF|PIT|BUF|23|10|19|164|6|42|35:16|36|5|195|136|300|1|16|132|4|28|24:44|24|9|332|95|227|1|1|3|1|2|22|18|39|30|1|1|22|33|0|1|2013|10|11/10/2013|6|1:00|20131110|45.0|25.0|10.0|46.0|19.6|WNW|30.15|0.0||Overcast|0.0|0.0|37.1||7.45454545455|0.564102564103|7.33333333333|0.6|6.18181818182|2.87878787879|1
1102|TEN|JAC|JAC|TEN|27|29|19|279|6|45|30:36|43|5|219|83|362|4|13|160|4|19|29:24|38|7|304|54|214|2|2|2|3|3|14|26|23|42|0|2|30|27|2|1|2013|10|11/10/2013|6|1:00|20131110|66.0|30.9|10.0|27.0|8.1|North|30.3|0.0||Clear|0.0|0.0|||19.9285714286|0.608695652174|6.15384615385|0.619047619048|2.76666666667|2.0|0
1103|SF|CAR|CAR|SF|9|10|10|46|4|25|27:57|39|7|341|105|151|2|15|139|3|25|32:03|38|7|320|111|250|2|1|3|1|0|16|11|32|22|0|0|30|24|1|0|2013|10|11/10/2013|6|4:05|20131110|59.0|46.9|10.0|64.0|10.4|WNW|30.09|0.0||Scattered Clouds|0.0|0.0|||2.875|0.5|12.6363636364|0.5|3.5|4.625|0
1104|ARI|HOU|ARI|HOU|27|24|19|235|5|29|31:08|41|5|219|97|332|3|17|159|7|53|28:52|48|7|412|76|235|1|2|1|3|3|20|22|32|43|2|3|29|21|0|0|2013|10|11/10/2013|6|4:25|20131110|82.0|35.1|10.0|18.0|5.8|WNW|29.95|0.0||Mostly Cloudy|0.0|0.0|||11.75|0.625|7.22727272727|0.511627906977|3.34482758621|3.61904761905|1
1105|SD|DEN|DEN|SD|20|28|20|198|6|40|38:03|46|5|238|131|329|0|22|313|3|28|21:57|43|5|233|84|397|1|2|0|4|2|25|19|36|29|4|1|22|35|0|1|2013|10|11/10/2013|6|4:25|20131110|71.1|39.0|10.0|31.0|4.6|South|30.06|0.0||Partly Cloudy|0.0|0.0|||7.92|0.694444444444|16.4736842105|0.655172413793|5.95454545455|2.4|0
1106|NO|DAL|NO|DAL|49|17|40|383|6|44|39:32|33|1|33|242|625|1|9|104|11|82|20:28|48|8|403|89|193|0|1|0|2|7|10|34|24|41|1|4|16|38|1|3|2013|10|11/10/2013|6|8:30|20131110|64.9|61.0|10.0|87.0|4.6|NNE|30.22|0.0||Clear|0.0|0.0|||38.3|0.416666666667|3.05882352941|0.829268292683|15.125|2.34210526316|1
1107|TB|MIA|TB|MIA|22|19|18|124|9|70|34:48|36|5|212|140|264|1|16|211|4|70|25:12|37|5|257|2|213|1|2|2|2|2|27|11|42|21|2|1|14|37|0|1|2013|10|11/11/2013|0|8:40|20131111|71.6|62.6|10.0|73.0|3.5|NE|30.11|0.0||Clear|0.0|0.0|||4.59259259259|0.642857142857|19.1818181818|0.52380952381|10.0|0.0540540540541|1
1108|TEN|IND|IND|TEN|27|30|20|218|4|34|27:37|34|3|117|122|340|1|24|229|5|51|32:23|29|3|111|137|366|0|3|2|3|3|23|22|36|28|0|1|32|24|3|2|2013|11|11/14/2013|3|8:25|20131114|39.9|19.9|10.0|45.0|5.8|South|30.26|0.0||Scattered Clouds|0.0|0.0|35.8||9.47826086957|0.638888888889|10.4090909091|0.785714285714|3.8125|5.70833333333|0
1109|BUF|NYJ|BUF|NYJ|37|14|14|245|8|64|33:42|31|6|200|68|313|0|12|133|4|24|26:18|41|6|284|134|267|4|3|0|4|2|20|12|28|29|2|1|38|23|1|1|2013|11|11/17/2013|6|1:00|20131117|62.1|53.1|10.0|72.0|19.6|South|29.73|0.0||Mostly Cloudy|0.0|0.0|||12.25|0.714285714286|11.0833333333|0.413793103448|1.78947368421|5.82608695652|1
1110|CHI|BAL|CHI|BAL|23|20|18|215|13|111|30:38|38|6|232|104|319|0|23|143|5|46|35:41|39|4|177|174|317|2|2|3|2|2|17|19|31|31|1|1|41|26|1|0|2013|11|11/17/2013|6|1:00|20131117|54.0|50.0|7.0|86.0|11.5|WSW|29.22|0.0|0.06|Thunderstorms and Rain|1.0|0.0|||12.6470588235|0.548387096774|7.52631578947|0.612903225806|2.53658536585|6.69230769231|1
1111|CIN|CLE|CIN|CLE|41|20|10|118|8|64|27:36|40|9|408|106|224|2|15|228|5|40|32:24|24|7|231|102|330|4|2|2|5|2|14|27|28|56|3|1|31|19|0|0|2013|11|11/17/2013|6|1:00|20131117|64.0|60.1|10.0|87.0|15.0|South|29.66|0.0|0.0|Overcast|0.0|0.0|||8.42857142857|0.5|8.44444444444|0.482142857143|3.41935483871|5.36842105263|1
1112|HOU|OAK|OAK|HOU|23|28|14|304|9|50|28:29|41|9|442|90|394|2|12|176|8|77|31:31|38|11|540|165|341|0|3|0|2|4|25|18|49|32|1|3|21|31|0|1|2013|11|11/17/2013|6|1:00|20131117|86.0|69.8|10.0|58.0|12.7|SSW|29.8|0.0||Scattered Clouds|0.0|0.0||90.4|12.16|0.510204081633|9.77777777778|0.5625|4.28571428571|5.32258064516|0
1113|JAC|ARI|ARI|JAC|14|27|14|242|6|40|24:07|45|8|382|32|274|2|19|402|5|42|35:53|39|8|358|14|416|0|2|0|3|2|30|27|42|42|2|1|24|16|1|1|2013|11|11/17/2013|6|1:00|20131117|80.1|69.1|10.0|69.0|8.1|South|30.03|0.0||Mostly Cloudy|0.0|0.0||82.9|8.06666666667|0.714285714286|14.8888888889|0.642857142857|1.33333333333|0.875|0
1114|MIA|SD|MIA|SD|20|16|21|239|3|15|28:36|41|4|209|104|343|1|22|281|10|76|31:24|39|4|174|154|435|1|2|3|2|1|22|22|35|34|1|1|19|26|1|0|2013|11|11/17/2013|6|4:05|20131117|80.1|66.9|10.0|64.0|6.9|ESE|30.02|0.0||Scattered Clouds|0.0|0.0||82.3|10.8636363636|0.628571428571|12.7727272727|0.647058823529|5.47368421053|5.92307692308|1
1115|PHI|WAS|PHI|WAS|24|16|22|276|9|68|26:18|51|6|304|126|402|0|23|236|4|39|33:42|36|6|223|191|427|2|1|0|3|2|17|17|26|35|0|2|33|38|3|0|2013|11|11/17/2013|6|1:00|20131117|66.9|54.0|10.0|63.0|8.1|SSW|30.06|0.0||Mostly Cloudy|0.0|0.0|||16.2352941176|0.653846153846|13.8823529412|0.485714285714|3.81818181818|5.02631578947|1
1116|PIT|DET|PIT|DET|37|27|24|358|4|23|32:15|40|5|219|40|398|0|21|344|8|45|27:45|45|3|152|107|451|3|2|3|3|4|19|29|46|45|2|4|25|27|1|0|2013|11|11/17/2013|6|1:00|20131117|59.0|55.9|7.0|90.0|12.7|South|29.86|0.0|0.05|Light Rain|1.0|0.0|||18.8421052632|0.413043478261|11.8620689655|0.644444444444|1.6|3.96296296296|1
1117|TB|ATL|TB|ATL|41|28|24|224|11|121|33:14|33|4|168|186|410|0|24|268|7|45|26:46|8|2|24|152|420|3|2|2|3|5|24|20|43|25|2|2|20|38|1|2|2013|11|11/17/2013|6|1:00|20131117|82.4|64.4|10.0|54.0|3.5|SSW|30.02|0.0||Mostly Cloudy|0.0|0.0||83.9|9.33333333333|0.558139534884|13.4|0.8|9.3|4.0|1
1118|DEN|KC|DEN|KC|27|17|24|323|13|82|29:53|40|6|275|104|427|1|24|200|9|53|30:07|40|7|358|144|344|1|2|1|3|2|24|21|40|45|1|2|36|25|2|0|2013|11|11/17/2013|6|8:30|20131117|41.0|17.6|25.0|39.0|18.4|South|30.01|0.0||Clear|0.0|0.0|32.2||13.4583333333|0.6|9.52380952381|0.466666666667|2.88888888889|5.76|1
1119|NO|SF|NO|SF|23|20|23|295|4|48|34:39|44|3|154|92|387|3|12|115|5|45|25:21|49|7|346|81|196|1|3|2|2|2|30|17|43|31|1|2|23|22|1|0|2013|11|11/17/2013|6|4:25|20131117|78.1|72.0|10.0|81.0|15.0|SSW|29.9|0.0||Partly Cloudy|0.0|0.0|||9.83333333333|0.697674418605|6.76470588235|0.548387096774|4.0|3.68181818182|1
1120|SEA|MIN|SEA|MIN|41|20|16|230|7|96|25:51|42|5|208|93|323|0|19|204|4|20|34:09|37|3|127|132|336|4|2|2|2|5|18|14|35|21|2|2|33|28|0|2|2013|11|11/17/2013|6|4:25|20131117|50.0|44.1|10.0|80.0|5.8|South|29.88|0.0|0.01|Light Rain|1.0|0.0|||12.7777777778|0.514285714286|14.5714285714|0.666666666667|2.81818181818|4.71428571429|1
1121|NYG|GB|NYG|GB|27|13|19|256|3|30|35:14|42|5|265|78|334|1|16|339|5|38|24:46|37|4|180|55|394|3|2|2|1|3|24|25|34|35|0|1|20|24|1|1|2013|11|11/17/2013|6|4:25|20131117|62.1|57.9|2.5|86.0|4.6|SSE|30.0|0.0||Overcast|0.0|0.0|||10.6666666667|0.705882352941|13.56|0.714285714286|3.9|2.29166666667|1
1122|CAR|NE|CAR|NE|24|20|20|197|7|47|29:14|37|2|87|103|300|0|28|283|5|50|30:46|34|1|34|107|390|2|1|2|3|2|19|29|28|40|3|1|23|25|0|1|2013|11|11/18/2013|0|8:40|20131118|57.9|27.0|10.0|31.0|13.8|NNW|29.96|0.0||Clear|0.0|0.0|||10.3684210526|0.678571428571|9.75862068966|0.725|4.47826086957|4.28|1
1123|ATL|NO|NO|ATL|13|17|22|264|3|25|33:46|45|3|136|91|355|1|19|271|5|66|26:14|42|4|198|103|374|0|2|1|1|2|30|23|39|33|0|2|22|25|1|0|2013|12|11/21/2013|3|8:25|20131121|54.0|46.9|10.0|77.0|4.6|ENE|30.35|0.0||Overcast|0.0|0.0|||8.8|0.769230769231|11.7826086957|0.69696969697|4.13636363636|4.12|0
1124|BAL|NYJ|BAL|NYJ|19|3|15|245|5|41|34:05|38|6|273|67|312|1|12|118|6|56|25:55|38|8|411|102|220|3|4|1|1|0|17|10|27|24|1|0|31|28|0|0|2013|12|11/24/2013|6|1:00|20131124|34.0|3.9||28.0||North|30.35|0.0||Unknown|0.0|0.0|||14.4117647059|0.62962962963|11.8|0.416666666667|2.16129032258|3.64285714286|1
1125|CLE|PIT|PIT|CLE|11|27|19|312|2|10|26:21|35|5|195|55|367|4|19|217|2|8|33:39|33|7|258|85|302|0|1|2|1|3|27|22|52|34|1|2|16|34|0|0|2013|12|11/24/2013|6|1:00|20131124|-9999.0|||||North|30.51|0.0||Unknown|0.0|0.0|||11.5555555556|0.519230769231|9.86363636364|0.647058823529|3.4375|2.5|0
